provincia,canton,parroquia,poblacion,superficie_de_la_parroquia_km2_,densidad_poblacional
NAPO,TENA,PUERTO NAPO,7152.0,223.73,32.0
NAPO,TENA,TALAG,3528.0,918.94,4.0
NAPO,TENA,SAN JUAN DE MUYUNA,7314.0,162.38,45.0
NAPO,ARCHIDONA,ARCHIDONA,15316.0,979.14,16.0
NAPO,ARCHIDONA,COTUNDO,6879.0,1532.25,4.0
NAPO,ARCHIDONA,SAN PABLO DE USHPAYACU,5657.0,153.24,37.0
NAPO,ARCHIDONA,HATUN SUMAKU,2636.0,392.53,7.0
NAPO,EL CHACO,EL CHACO,5624.0,57.57,98.0
NAPO,EL CHACO,GONZALO DIAZ DE PINEDA,519.0,1929.91,0.0
NAPO,EL CHACO,LINARES,174.0,243.93,1.0
NAPO,EL CHACO,OYACACHI,697.0,818.88,1.0
NAPO,EL CHACO,SANTA ROSA,1653.0,307.95,5.0
NAPO,EL CHACO,SARDINAS,585.0,127.0,5.0
NAPO,QUIJOS,BAEZA,2256.0,161.11,14.0
NAPO,QUIJOS,COSANGA,471.0,480.72,1.0
NAPO,QUIJOS,CUYUJA,504.0,258.46,2.0
NAPO,QUIJOS,PAPALLACTA,635.0,315.33,2.0
NAPO,QUIJOS,SAN FRANCISCO DE BORJA,2474.0,89.63,28.0
NAPO,QUIJOS,SUMACO,132.0,285.72,0.0
NAPO,CARLOS JULIO AROSEMENA TOLA,CARLOS JULIO AROSEMENA TOLA,4647.0,500.61,9.0
PASTAZA,PASTAZA,PUYO,39473.0,91.71,430.0
PASTAZA,PASTAZA,CANELOS,2696.0,453.45,6.0
PASTAZA,PASTAZA,DIEZ DE AGOSTO,1402.0,94.63,15.0
PASTAZA,PASTAZA,FATIMA,1645.0,71.08,23.0
PASTAZA,PASTAZA,MONTALVO,4863.0,7949.04,1.0
PASTAZA,PASTAZA,POMONA,284.0,55.18,5.0
PASTAZA,PASTAZA,RIO CORRIENTES,457.0,1098.26,0.0
PASTAZA,PASTAZA,RIO TIGRE,1055.0,5643.07,0.0
PASTAZA,PASTAZA,SARAYACU,4072.0,2855.78,1.0
PASTAZA,PASTAZA,SIMON BOLIVAR,7689.0,1026.51,7.0
PASTAZA,PASTAZA,TARQUI,14242.0,93.05,153.0
PASTAZA,PASTAZA,TENIENTE HUGO ORTIZ,1187.0,104.86,11.0
PASTAZA,PASTAZA,VERACRUZ,2361.0,170.03,14.0
PASTAZA,PASTAZA,EL TRIUNFO,1328.0,237.28,6.0
PASTAZA,MERA,MERA,1909.0,370.63,5.0
PASTAZA,MERA,MADRE TIERRA,3684.0,136.56,27.0
PASTAZA,MERA,SHELL,9494.0,24.26,391.0
PASTAZA,SANTA CLARA,SANTA CLARA,3642.0,243.62,15.0
PASTAZA,SANTA CLARA,SAN JOSE,879.0,69.16,13.0
PASTAZA,ARAJUNO,ARAJUNO,5690.0,638.67,9.0
PASTAZA,ARAJUNO,CURARAY,3863.0,8220.17,0.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,QUITO,1776364.0,364.19,4878.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ALANGASI,34655.0,29.38,1180.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,AMAGUANA,43235.0,56.38,767.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ATAHUALPA,1446.0,70.28,21.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,CALACALI,4964.0,189.67,26.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,CALDERON,250877.0,78.12,3211.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,CONOCOTO,127815.0,44.71,2859.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,CUMBAYA,41819.0,20.95,1996.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,CHAVEZPAMBA,579.0,11.49,50.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,CHECA,11492.0,87.7,131.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,EL QUINCHE,18485.0,75.95,243.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,GUALEA,1704.0,120.94,14.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,GUANGOPOLO,4336.0,10.17,426.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,GUAYLLABAMBA,20584.0,55.5,371.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,LA MERCED,11438.0,31.57,362.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,LLANO CHICO,15113.0,7.55,2002.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,LLOA,1959.0,541.9,4.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NANEGAL,2959.0,245.99,12.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NANEGALITO,2776.0,125.28,22.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NAYON,22065.0,17.7,1247.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NONO,2938.0,212.68,14.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,PACTO,3898.0,346.53,11.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,PERUCHO,704.0,9.83,72.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,PIFO,23202.0,254.33,91.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,PINTAG,23240.0,486.52,48.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,POMASQUI,36883.0,23.71,1556.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,PUELLARO,5155.0,72.69,71.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,PUEMBO,17780.0,31.73,560.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SAN ANTONIO,49984.0,111.59,448.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SAN JOSE DE MINAS,5589.0,294.46,19.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,TABABELA,3851.0,25.38,152.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,TUMBACO,79109.0,65.55,1207.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,YARUQUI,26564.0,72.95,364.0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ZAMBIZA,6160.0,7.57,814.0
PICHINCHA,CAYAMBE,CAYAMBE,49308.0,254.85,193.0
PICHINCHA,CAYAMBE,ASCAZUBI,7851.0,34.58,227.0
PICHINCHA,CAYAMBE,CANGAHUA,18037.0,335.63,54.0
PICHINCHA,CAYAMBE,OLMEDO,6515.0,399.24,16.0
PICHINCHA,CAYAMBE,OTON,3167.0,24.38,130.0
PICHINCHA,CAYAMBE,SANTA ROSA DE CUZUBAMBA,5996.0,21.81,275.0
PICHINCHA,CAYAMBE,SAN JOSE DE AYORA,14393.0,130.8,110.0
PICHINCHA,MEJIA,MACHACHI,32814.0,392.91,84.0
PICHINCHA,MEJIA,ALOAG,10319.0,212.75,49.0
PICHINCHA,MEJIA,ALOASI,12530.0,65.65,191.0
PICHINCHA,MEJIA,CUTUGLAHUA,25422.0,32.45,783.0
PICHINCHA,MEJIA,EL CHAUPI,1425.0,142.6,10.0
PICHINCHA,MEJIA,MANUEL CORNEJO ASTORGA,3341.0,493.66,7.0
PICHINCHA,MEJIA,TAMBILLO,9851.0,50.0,197.0
PICHINCHA,MEJIA,UYUMBICHO,6192.0,21.09,294.0
PICHINCHA,PEDRO MONCAYO,TABACUNDO,21157.0,71.27,297.0
PICHINCHA,PEDRO MONCAYO,LA ESPERANZA,4701.0,37.88,124.0
PICHINCHA,PEDRO MONCAYO,MALCHINGUI,6307.0,86.05,73.0
PICHINCHA,PEDRO MONCAYO,TOCACHI,2028.0,96.35,21.0
PICHINCHA,PEDRO MONCAYO,TUPIGACHI,6290.0,43.25,145.0
PICHINCHA,RUMINAHUI,SANGOLQUI,102863.0,57.3,1795.0
PICHINCHA,RUMINAHUI,COTOGCHOA,4384.0,35.99,122.0
PICHINCHA,RUMINAHUI,RUMIPAMBA,657.0,42.16,16.0
PICHINCHA,SAN MIGUEL DE LOS BANCOS,SAN MIGUEL DE LOS BANCOS,10708.0,586.88,18.0
PICHINCHA,SAN MIGUEL DE LOS BANCOS,MINDO,2953.0,268.58,11.0
PICHINCHA,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,15475.0,618.6,25.0
PICHINCHA,PUERTO QUITO,PUERTO QUITO,25067.0,695.71,36.0
TUNGURAHUA,AMBATO,AMBATO,188338.0,47.01,4006.0
TUNGURAHUA,AMBATO,AMBATILLO,5281.0,12.79,413.0
TUNGURAHUA,AMBATO,ATAHUALPA,14231.0,9.47,1503.0
TUNGURAHUA,AMBATO,AUGUSTO N. MARTINEZ,8474.0,30.74,276.0
TUNGURAHUA,AMBATO,CONSTANTINO FERNANDEZ,3931.0,19.65,200.0
TUNGURAHUA,AMBATO,HUACHI GRANDE,15782.0,14.15,1115.0
TUNGURAHUA,AMBATO,IZAMBA,22218.0,29.45,754.0
TUNGURAHUA,AMBATO,JUAN BENIGNO VELA,7523.0,36.33,207.0
TUNGURAHUA,AMBATO,MONTALVO,6193.0,10.45,593.0
TUNGURAHUA,AMBATO,PASA,4238.0,48.13,88.0
TUNGURAHUA,AMBATO,PICAIHUA,10382.0,15.97,650.0
TUNGURAHUA,AMBATO,PILAGUIN,11450.0,425.97,27.0
TUNGURAHUA,AMBATO,QUISAPINCHA,10777.0,122.15,88.0
TUNGURAHUA,AMBATO,SAN BARTOLOME DE PINLLO,10240.0,11.07,925.0
TUNGURAHUA,AMBATO,SAN FERNANDO,2035.0,106.05,19.0
TUNGURAHUA,AMBATO,SANTA ROSA,28210.0,39.73,710.0
TUNGURAHUA,AMBATO,TOTORAS,9674.0,7.66,1263.0
TUNGURAHUA,AMBATO,CUNCHIBAMBA,5546.0,20.11,276.0
TUNGURAHUA,AMBATO,UNAMUNCHO,6141.0,15.44,398.0
TUNGURAHUA,BANOS DE AGUA SANTA,BANOS,16121.0,84.63,190.0
TUNGURAHUA,BANOS DE AGUA SANTA,LLIGUA,343.0,8.86,39.0
TUNGURAHUA,BANOS DE AGUA SANTA,RIO NEGRO,1274.0,629.72,2.0
TUNGURAHUA,BANOS DE AGUA SANTA,RIO VERDE,1337.0,250.26,5.0
TUNGURAHUA,BANOS DE AGUA SANTA,ULBA,2833.0,94.98,30.0
TUNGURAHUA,CEVALLOS,CEVALLOS,10433.0,18.78,556.0
TUNGURAHUA,MOCHA,MOCHA,5820.0,79.32,73.0
TUNGURAHUA,MOCHA,PINGUILI,1440.0,5.9,244.0
TUNGURAHUA,PATATE,PATATE,8743.0,79.42,110.0
TUNGURAHUA,PATATE,EL TRIUNFO,1360.0,140.42,10.0
TUNGURAHUA,PATATE,LOS ANDES,1385.0,16.31,85.0
TUNGURAHUA,PATATE,SUCRE,2391.0,56.46,42.0
TUNGURAHUA,QUERO,QUERO,14431.0,94.45,153.0
TUNGURAHUA,QUERO,RUMIPAMBA,3007.0,35.26,85.0
TUNGURAHUA,QUERO,YANAYACU MOCHAPATA,1646.0,39.46,42.0
TUNGURAHUA,SAN PEDRO DE PELILEO,PELILEO,28073.0,57.6,487.0
TUNGURAHUA,SAN PEDRO DE PELILEO,BENITEZ,2626.0,5.17,508.0
TUNGURAHUA,SAN PEDRO DE PELILEO,BOLIVAR,2925.0,10.79,271.0
TUNGURAHUA,SAN PEDRO DE PELILEO,COTALO,2186.0,44.63,49.0
TUNGURAHUA,SAN PEDRO DE PELILEO,CHIQUICHA,2844.0,15.99,178.0
TUNGURAHUA,SAN PEDRO DE PELILEO,EL ROSARIO,2675.0,11.62,230.0
TUNGURAHUA,SAN PEDRO DE PELILEO,GARCIA MORENO,7836.0,15.67,500.0
TUNGURAHUA,SAN PEDRO DE PELILEO,GUAMBALO,8444.0,25.64,329.0
TUNGURAHUA,SAN PEDRO DE PELILEO,SALASACA,6288.0,12.5,503.0
TUNGURAHUA,SANTIAGO DE PILLARO,PILLARO,16012.0,49.35,324.0
TUNGURAHUA,SANTIAGO DE PILLARO,BAQUERIZO MORENO,239.0,26.53,9.0
TUNGURAHUA,SANTIAGO DE PILLARO,EMILIO MARIA TERAN,1531.0,16.73,92.0
TUNGURAHUA,SANTIAGO DE PILLARO,MARCOS ESPINEL,2266.0,126.34,18.0
TUNGURAHUA,SANTIAGO DE PILLARO,PRESIDENTE URBINA,3265.0,12.58,260.0
TUNGURAHUA,SANTIAGO DE PILLARO,SAN ANDRES,12231.0,53.16,230.0
TUNGURAHUA,SANTIAGO DE PILLARO,SAN JOSE DE POALO,1807.0,163.28,11.0
TUNGURAHUA,SANTIAGO DE PILLARO,SAN MIGUELITO,5146.0,22.05,233.0
TUNGURAHUA,TISALEO,TISALEO,12676.0,48.35,262.0
TUNGURAHUA,TISALEO,QUINCHICOTO,1234.0,11.29,109.0
ZAMORA CHINCHIPE,ZAMORA,ZAMORA,17950.0,395.12,45.0
ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,3617.0,150.22,24.0
ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,3477.0,252.87,14.0
ZAMORA CHINCHIPE,ZAMORA,IMBANA,874.0,340.03,3.0
ZAMORA CHINCHIPE,ZAMORA,SABANILLA,621.0,307.72,2.0
ZAMORA CHINCHIPE,ZAMORA,TIMBARA,1705.0,306.1,6.0
ZAMORA CHINCHIPE,ZAMORA,SAN CARLOS DE LAS MINAS,1942.0,148.96,13.0
ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,7984.0,424.97,19.0
ZAMORA CHINCHIPE,CHINCHIPE,CHITO,1499.0,308.68,5.0
ZAMORA CHINCHIPE,CHINCHIPE,EL CHORRO,152.0,13.74,11.0
ZAMORA CHINCHIPE,CHINCHIPE,LA CHONTA,241.0,18.01,13.0
ZAMORA CHINCHIPE,CHINCHIPE,PUCAPAMBA,104.0,25.09,4.0
ZAMORA CHINCHIPE,CHINCHIPE,SAN ANDRES,357.0,311.52,1.0
ZAMORA CHINCHIPE,NANGARITZA,GUAYZIMI,3158.0,116.63,27.0
ZAMORA CHINCHIPE,NANGARITZA,ZURMI,1915.0,905.1,2.0
ZAMORA CHINCHIPE,NANGARITZA,NUEVO PARAISO,801.0,920.88,1.0
ZAMORA CHINCHIPE,NANGARITZA,NANKAIS,555.0,78.87,7.0
ZAMORA CHINCHIPE,YACUAMBI,28 DE MAYO,2979.0,430.34,7.0
ZAMORA CHINCHIPE,YACUAMBI,LA PAZ,2230.0,318.28,7.0
ZAMORA CHINCHIPE,YACUAMBI,TUTUPALI,1182.0,504.82,2.0
ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA,16375.0,273.13,60.0
ZAMORA CHINCHIPE,YANTZAZA,CHICANA,2863.0,265.22,11.0
ZAMORA CHINCHIPE,YANTZAZA,LOS ENCUENTROS,4132.0,475.35,9.0
ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,8336.0,154.78,54.0
ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,1621.0,94.36,17.0
ZAMORA CHINCHIPE,EL PANGUI,PACHICUTZA,1724.0,127.76,13.0
ZAMORA CHINCHIPE,EL PANGUI,TUNDAYME,1087.0,254.84,4.0
ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,5192.0,164.92,31.0
ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,TRIUNFO DORADO,986.0,50.54,20.0
ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,PANGUINTZA,1704.0,44.74,38.0
ZAMORA CHINCHIPE,PALANDA,PALANDA,3999.0,441.52,9.0
ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,1558.0,528.86,3.0
ZAMORA CHINCHIPE,PALANDA,SAN FRANCISCO DEL VERGEL,1603.0,247.03,6.0
ZAMORA CHINCHIPE,PALANDA,VALLADOLID,1258.0,582.27,2.0
ZAMORA CHINCHIPE,PALANDA,LA CANELA,455.0,242.5,2.0
ZAMORA CHINCHIPE,PAQUISHA,PAQUISHA,2253.0,165.97,14.0
ZAMORA CHINCHIPE,PAQUISHA,BELLAVISTA,440.0,57.57,8.0
ZAMORA CHINCHIPE,PAQUISHA,NUEVO QUITO,2044.0,115.68,18.0
GALAPAGOS,SAN CRISTOBAL,PUERTO BAQUERIZO MORENO,7290.0,2.94,2480.0
GALAPAGOS,SAN CRISTOBAL,EL PROGRESO,865.0,567.02,2.0
GALAPAGOS,SAN CRISTOBAL,ISLA SANTA MARIA FLOREANA,145.0,280.43,1.0
GALAPAGOS,ISABELA,PUERTO VILLAMIL,2755.0,1.57,1755.0
GALAPAGOS,ISABELA,TOMAS DE BERLANGA,295.0,5526.37,0.0
GALAPAGOS,SANTA CRUZ,PUERTO AYORA,12737.0,2.89,4407.0
GALAPAGOS,SANTA CRUZ,BELLA VISTA,3933.0,1182.19,3.0
GALAPAGOS,SANTA CRUZ,SANTA ROSA,563.0,669.69,1.0
SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,65791.0,217.28,303.0
SUCUMBIOS,LAGO AGRIO,DURENO,3149.0,246.06,13.0
SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,6681.0,526.51,13.0
SUCUMBIOS,LAGO AGRIO,EL ENO,6918.0,438.96,16.0
SUCUMBIOS,LAGO AGRIO,PACAYACU,8428.0,884.22,10.0
SUCUMBIOS,LAGO AGRIO,JAMBELI,3478.0,444.8,8.0
SUCUMBIOS,LAGO AGRIO,SANTA CECILIA,8669.0,238.82,36.0
SUCUMBIOS,LAGO AGRIO,10 DE AGOSTO,1930.0,154.61,12.0
SUCUMBIOS,GONZALO PIZARRO,LUMBAQUI,4178.0,247.05,17.0
SUCUMBIOS,GONZALO PIZARRO,EL REVENTADOR,1068.0,985.62,1.0
SUCUMBIOS,GONZALO PIZARRO,GONZALO PIZARRO,3545.0,242.98,15.0
SUCUMBIOS,GONZALO PIZARRO,PUERTO LIBRE,1565.0,769.49,2.0
SUCUMBIOS,PUTUMAYO,PUERTO EL CARMEN DE PUTUMAYO,3090.0,1076.21,3.0
SUCUMBIOS,PUTUMAYO,PALMA ROJA,1085.0,600.78,2.0
SUCUMBIOS,PUTUMAYO,PUERTO BOLIVAR,76.0,446.99,0.0
SUCUMBIOS,PUTUMAYO,PUERTO RODRIGUEZ,295.0,382.43,1.0
SUCUMBIOS,PUTUMAYO,SANTA ELENA,1803.0,545.93,3.0
SUCUMBIOS,PUTUMAYO,SANSAHUARI,2669.0,498.8,5.0
SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,30747.0,487.43,63.0
SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,6857.0,541.84,13.0
SUCUMBIOS,SHUSHUFINDI,PANACOCHA,746.0,609.3,1.0
SUCUMBIOS,SHUSHUFINDI,SAN ROQUE,4483.0,672.31,7.0
SUCUMBIOS,SHUSHUFINDI,SAN PEDRO DE LOS COFANES,3644.0,74.84,49.0
SUCUMBIOS,SHUSHUFINDI,SIETE DE JULIO,4349.0,120.43,36.0
SUCUMBIOS,SUCUMBIOS,LA BONITA,935.0,129.1,7.0
SUCUMBIOS,SUCUMBIOS,EL PLAYON DE SAN FRANCISCO,1248.0,293.96,4.0
SUCUMBIOS,SUCUMBIOS,LA SOFIA,122.0,649.2,0.0
SUCUMBIOS,SUCUMBIOS,ROSA FLORIDA,270.0,355.85,1.0
SUCUMBIOS,SUCUMBIOS,SANTA BARBARA,599.0,89.03,7.0
SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,3801.0,713.15,5.0
SUCUMBIOS,CASCALES,SANTA ROSA DE SUCUMBIOS,603.0,58.65,10.0
SUCUMBIOS,CASCALES,SEVILLA,3106.0,118.04,26.0
SUCUMBIOS,CASCALES,NUEVA TRONCAL,4234.0,372.19,11.0
SUCUMBIOS,CUYABENO,TARAPOA,6739.0,1108.59,6.0
SUCUMBIOS,CUYABENO,CUYABENO,435.0,2267.54,0.0
SUCUMBIOS,CUYABENO,AGUAS NEGRAS,1678.0,488.74,3.0
ORELLANA,FRANCISCO DE ORELLANA,EL COCA,59104.0,148.24,399.0
ORELLANA,FRANCISCO DE ORELLANA,DAYUMA,7253.0,1237.78,6.0
ORELLANA,FRANCISCO DE ORELLANA,TARACOA,3107.0,408.04,8.0
ORELLANA,FRANCISCO DE ORELLANA,ALEJANDRO LABAKA,1559.0,982.12,2.0
ORELLANA,FRANCISCO DE ORELLANA,EL DORADO,3279.0,135.88,24.0
ORELLANA,FRANCISCO DE ORELLANA,EL EDEN,1246.0,871.84,1.0
ORELLANA,FRANCISCO DE ORELLANA,GARCIA MORENO,1491.0,132.07,11.0
ORELLANA,FRANCISCO DE ORELLANA,INES ARANGO,3661.0,1479.44,2.0
ORELLANA,FRANCISCO DE ORELLANA,LA BELLEZA,5168.0,608.36,8.0
ORELLANA,FRANCISCO DE ORELLANA,NUEVO PARAISO,3511.0,307.73,11.0
ORELLANA,FRANCISCO DE ORELLANA,SAN JOSE DE GUAYUSA,3255.0,457.58,7.0
ORELLANA,FRANCISCO DE ORELLANA,SAN LUIS DE ARMENIA,2496.0,313.48,8.0
ORELLANA,AGUARICO,NUEVO ROCAFUERTE,3662.0,1741.3,2.0
ORELLANA,AGUARICO,CAPITAN AUGUSTO RIVADENEYRA,1142.0,921.31,1.0
ORELLANA,AGUARICO,CONONACO,708.0,7124.36,0.0
ORELLANA,AGUARICO,SANTA MARIA DE HUIRIRIMA,938.0,657.51,1.0
ORELLANA,AGUARICO,YASUNI,422.0,849.49,0.0
ORELLANA,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,25989.0,191.44,136.0
ORELLANA,LA JOYA DE LOS SACHAS,ENOKANQUI,3232.0,76.07,42.0
ORELLANA,LA JOYA DE LOS SACHAS,POMPEYA,1661.0,97.95,17.0
ORELLANA,LA JOYA DE LOS SACHAS,SAN CARLOS,4243.0,133.67,32.0
ORELLANA,LA JOYA DE LOS SACHAS,SAN SEBASTIAN DEL COCA,5280.0,282.19,19.0
ORELLANA,LA JOYA DE LOS SACHAS,LAGO SAN PEDRO,2287.0,76.67,30.0
ORELLANA,LA JOYA DE LOS SACHAS,RUMIPAMBA,2144.0,73.2,29.0
ORELLANA,LA JOYA DE LOS SACHAS,TRES DE NOVIEMBRE,3945.0,124.7,32.0
ORELLANA,LA JOYA DE LOS SACHAS,UNION MILAGRENA,3663.0,145.75,25.0
ORELLANA,LORETO,LORETO,7677.0,94.95,81.0
ORELLANA,LORETO,AVILA,5863.0,330.92,18.0
ORELLANA,LORETO,PUERTO MURIALDO,3934.0,189.85,21.0
ORELLANA,LORETO,SAN JOSE DE PAYAMINO,3576.0,841.23,4.0
ORELLANA,LORETO,SAN JOSE DE DAHUANO,5461.0,501.66,11.0
ORELLANA,LORETO,SAN VICENTE DE HUATICOCHA,1209.0,191.99,6.0
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,373321.0,1072.96,348.0
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ALLURIQUIN,8607.0,678.06,13.0
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,PUERTO LIMON,11630.0,244.37,48.0
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,LUZ DE AMERICA,11504.0,310.88,37.0
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SAN JACINTO DEL BUA,13624.0,204.15,67.0
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,VALLE HERMOSO,9865.0,310.25,32.0
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EL ESFUERZO,5973.0,282.76,21.0
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTA MARIA DEL TOACHI,7059.0,351.86,20.0
SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,LA CONCORDIA,37178.0,81.05,459.0
SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,MONTERREY,7386.0,102.16,72.0
SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,LA VILLEGAS,4529.0,58.54,77.0
SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,PLAN PILOTO,2293.0,82.58,28.0
SANTA ELENA,SANTA ELENA,SANTA ELENA,72598.0,537.47,135.0
SANTA ELENA,SANTA ELENA,ATAHUALPA,4004.0,77.44,52.0
SANTA ELENA,SANTA ELENA,COLONCHE,40058.0,1146.63,35.0
SANTA ELENA,SANTA ELENA,CHANDUY,20558.0,771.02,27.0
SANTA ELENA,SANTA ELENA,MANGLARALTO,37167.0,424.73,88.0
SANTA ELENA,SANTA ELENA,SIMON BOLIVAR,4384.0,572.35,8.0
SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,7918.0,65.76,120.0
SANTA ELENA,LA LIBERTAD,LA LIBERTAD,112247.0,25.28,4440.0
SANTA ELENA,SALINAS,SALINAS,35081.0,17.12,2049.0
SANTA ELENA,SALINAS,ANCONCITO,15052.0,14.97,1005.0
SANTA ELENA,SALINAS,JOSE LUIS TAMAYO,36668.0,35.7,1027.0
