no_,genero_de_la_victima,estado_civil_de_la_victima,condicion,fecha_de_muerte_victima,tipo_de_accidente,fecha_siniestro,canton,provincia,fecha_de_creacion_de_proteccion_de_fallecidos,anio,mes_num
5950,FEMENINO,SOLTERO/A,OCUPANTE,2019-08-03,CHOQUE,2019-08-03,DAULE,GUAYAS,2019-09-24,2019,8
5951,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-30,CHOQUE,2019-07-30,DURAN,GUAYAS,2019-09-24,2019,7
5952,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-26,CHOQUE,2019-08-26,QUITO,PICHINCHA,2019-09-24,2019,8
5953,MASCULINO,SOLTERO/A,PEATON,2019-07-24,ATROPELLO,2019-07-24,NARANJAL,GUAYAS,2019-09-24,2019,7
5954,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-23,CHOQUE,2019-03-29,PORTOVIEJO,MANABI,2019-09-24,2019,3
5955,MASCULINO,SOLTERO/A,PEATON,2019-08-29,ATROPELLO,2019-08-29,LATACUNGA,COTOPAXI,2019-09-24,2019,8
5956,MASCULINO,SOLTERO/A,PEATON,2019-08-03,ATROPELLO,2019-08-03,SALCEDO,COTOPAXI,2019-09-24,2019,8
5957,MASCULINO,CASADO/A,OCUPANTE,2019-07-30,CHOQUE,2019-07-30,DURAN,GUAYAS,2019-09-24,2019,7
5958,MASCULINO,SOLTERO/A,PEATON,2019-07-14,ATROPELLO,2019-07-13,GUAYAQUIL,GUAYAS,2019-09-24,2019,7
5959,MASCULINO,CASADO/A,OCUPANTE,2019-09-08,VOLCAMIENTO,2019-09-08,QUITO,PICHINCHA,2019-09-24,2019,9
5960,FEMENINO,SOLTERO/A,OCUPANTE,2019-08-24,CHOQUE,2019-08-24,SANTA ELENA,SANTA ELENA,2019-09-24,2019,8
5961,MASCULINO,DIVORCIADO/A,OCUPANTE,2019-09-07,CHOQUE,2019-09-07,QUITO,PICHINCHA,2019-09-24,2019,9
5962,MASCULINO,SOLTERO/A,PEATON,2019-08-28,ATROPELLO,2019-08-28,PALENQUE,LOS RIOS,2019-09-23,2019,8
5963,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-25,CHOQUE,2019-08-24,SANTA ELENA,SANTA ELENA,2019-09-23,2019,8
5964,MASCULINO,SOLTERO/A,OCUPANTE,2019-03-28,CHOQUE,2019-03-28,GUAYAQUIL,GUAYAS,2019-09-23,2019,3
5965,MASCULINO,SOLTERO/A,PEATON,2019-08-30,ATROPELLO,2019-08-28,GUAYAQUIL,GUAYAS,2019-09-23,2019,8
5966,MASCULINO,SOLTERO/A,PEATON,2019-07-05,ATROPELLO,2019-07-05,DURAN,GUAYAS,2019-09-23,2019,7
5967,MASCULINO,SOLTERO/A,PEATON,2019-05-20,ATROPELLO,2019-05-20,GUANO,CHIMBORAZO,2019-09-23,2019,5
5968,MASCULINO,SOLTERO/A,BICICLETA,2019-09-01,ATROPELLO,2019-09-01,PUERTO AYORA,GALAPAGOS,2019-09-23,2019,9
5969,MASCULINO,CASADO/A,OCUPANTE,2019-08-23,CHOQUE,2019-08-23,MACAS,MORONA SANTIAGO,2019-09-23,2019,8
5970,MASCULINO,CASADO/A,OCUPANTE,2019-09-02,CHOQUE,2019-08-16,CUENCA,AZUAY,2019-09-23,2019,8
5971,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-01,CHOQUE,2019-09-01,BUENA FE,LOS RIOS,2019-09-23,2019,9
5974,FEMENINO,SOLTERO/A,PEATON,2019-09-09,ATROPELLO,2019-09-09,AZOGUES,CANAR,2019-09-23,2019,9
5975,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-09,CHOQUE,2019-08-09,LATACUNGA,COTOPAXI,2019-09-23,2019,8
5976,FEMENINO,CASADO/A,PEATON,2019-08-30,ATROPELLO,2019-08-30,QUITO,PICHINCHA,2019-09-20,2019,8
5977,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-17,VOLCAMIENTO,2019-07-14,SUCRE,MANABI,2019-09-20,2019,7
5978,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-25,CHOQUE,2019-08-24,CHONE,MANABI,2019-09-20,2019,8
5979,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-27,CHOQUE,2019-08-25,ATACAMES,ESMERALDAS,2019-09-20,2019,8
5980,MASCULINO,CASADO/A,OCUPANTE,2019-09-01,CHOQUE,2019-09-01,QUININDE,ESMERALDAS,2019-09-20,2019,9
5981,FEMENINO,SOLTERO/A,OCUPANTE,2019-08-16,CHOQUE,2019-08-16,PEDRO VICENTE MALDONADO,PICHINCHA,2019-09-20,2019,8
5982,FEMENINO,SOLTERO/A,PEATON,2019-07-31,ATROPELLO,2019-07-30,GUAYAQUIL,GUAYAS,2019-09-20,2019,7
5983,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-31,VOLCAMIENTO,2019-08-31,QUITO,PICHINCHA,2019-09-20,2019,8
5984,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-09,VOLCAMIENTO,2019-08-09,PORTOVIEJO,MANABI,2019-09-20,2019,8
5985,MASCULINO,CASADO/A,OCUPANTE,2019-09-07,VOLCAMIENTO,2019-09-07,RIOBAMBA,CHIMBORAZO,2019-09-20,2019,9
5986,FEMENINO,SOLTERO/A,OCUPANTE,2019-07-08,CHOQUE,2019-06-30,GUAYAQUIL,GUAYAS,2019-09-20,2019,6
5987,FEMENINO,SOLTERO/A,PEATON,2019-08-18,ATROPELLO,2019-08-18,SAQUISILI,COTOPAXI,2019-09-20,2019,8
5988,FEMENINO,SOLTERO/A,PEATON,2019-07-27,DESCONOCIDO,2019-07-12,DURAN,GUAYAS,2019-09-19,2019,7
5989,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-17,CHOQUE,2019-08-17,BALZAR,GUAYAS,2019-09-19,2019,8
5990,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-22,CHOQUE,2019-08-22,MACHALA,EL ORO,2019-09-19,2019,8
5991,MASCULINO,CASADO/A,OCUPANTE,2019-08-17,VOLCAMIENTO,2019-08-10,MONTALVO,LOS RIOS,2019-09-19,2019,8
5992,FEMENINO,SOLTERO/A,PEATON,2019-09-01,ATROPELLO,2019-09-01,ROCAFUERTE,MANABI,2019-09-19,2019,9
5993,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-03,CHOQUE,2019-09-03,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-09-19,2019,9
5994,MASCULINO,CASADO/A,OCUPANTE,2019-08-21,CHOQUE,2019-08-21,BALSAS,EL ORO,2019-09-19,2019,8
5995,MASCULINO,CASADO/A,OCUPANTE,2019-09-03,CHOQUE,2019-09-03,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-09-19,2019,9
5996,MASCULINO,SOLTERO/A,PEATON,2019-05-23,ATROPELLO,2019-05-23,GUAYAQUIL,GUAYAS,2019-09-19,2019,5
5997,MASCULINO,SOLTERO/A,PEATON,2019-08-02,ATROPELLO,2019-07-30,LOJA,LOJA,2019-09-19,2019,7
5998,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-01,CHOQUE,2019-09-01,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-09-19,2019,9
5999,MASCULINO,CASADO/A,OCUPANTE,2019-09-04,CHOQUE,2019-09-04,LOJA,LOJA,2019-09-19,2019,9
6000,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-01,CHOQUE,2019-09-09,SANTA ROSA,EL ORO,2019-09-18,2019,9
6001,MASCULINO,DIVORCIADO/A,BICICLETA,2019-01-16,CHOQUE,2019-01-16,GUAYAQUIL,GUAYAS,2019-09-18,2019,1
6002,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-18,CHOQUE,2019-08-18,GUAYAQUIL,GUAYAS,2019-09-18,2019,8
6003,MASCULINO,SOLTERO/A,OCUPANTE,2019-06-16,CHOQUE,2019-06-16,PLAYAS,GUAYAS,2019-09-18,2019,6
6004,MASCULINO,CASADO/A,PEATON,2019-07-27,ATROPELLO,2019-07-27,QUITO,PICHINCHA,2019-09-18,2019,7
6005,MASCULINO,CASADO/A,OCUPANTE,2019-08-27,CHOQUE,2019-08-26,GUAYAQUIL,GUAYAS,2019-09-18,2019,8
6006,FEMENINO,CASADO/A,OCUPANTE,2019-08-26,CAIDA,2019-08-25,MACHALA,EL ORO,2019-09-18,2019,8
6007,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-21,CHOQUE,2019-08-21,PINAS,EL ORO,2019-09-18,2019,8
6008,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-07,CHOQUE,2019-09-06,SANTA ELENA,SANTA ELENA,2019-09-18,2019,9
6009,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-24,CHOQUE,2019-08-24,SAN VICENTE,MANABI,2019-09-18,2019,8
6010,MASCULINO,SOLTERO/A,PEATON,2019-08-22,ATROPELLO,2019-08-22,MACHACHI,PICHINCHA,2019-09-18,2019,8
6011,FEMENINO,SOLTERO/A,OCUPANTE,2019-08-24,CHOQUE,2019-08-24,ESMERALDAS,ESMERALDAS,2019-09-18,2019,8
6012,MASCULINO,CASADO/A,PEATON,2019-09-10,ATROPELLO,2019-09-10,QUITO,PICHINCHA,2019-09-18,2019,9
6013,MASCULINO,CASADO/A,OCUPANTE,2019-07-19,CHOQUE,2019-07-15,PUJILI,COTOPAXI,2019-09-17,2019,7
6014,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-05,CAIDA,2019-09-05,ARAJUNO,PASTAZA,2019-09-17,2019,9
6015,MASCULINO,CASADO/A,OCUPANTE,2019-08-02,CHOQUE,2019-07-30,MILAGRO,GUAYAS,2019-09-17,2019,7
6016,FEMENINO,SOLTERO/A,OCUPANTE,2019-08-21,CHOQUE,2019-08-21,EL TRIUNFO,GUAYAS,2019-09-17,2019,8
6017,FEMENINO,VIUDO/A,OCUPANTE,2019-08-21,CHOQUE,2019-08-21,EL TRIUNFO,GUAYAS,2019-09-17,2019,8
6018,FEMENINO,SOLTERO/A,OCUPANTE,2019-08-21,CHOQUE,2019-08-21,EL TRIUNFO,GUAYAS,2019-09-17,2019,8
6019,MASCULINO,CASADO/A,PEATON,2019-09-01,ATROPELLO,2019-09-01,GUARANDA,BOLIVAR,2019-09-17,2019,9
6020,MASCULINO,CASADO/A,OCUPANTE,2019-07-16,CHOQUE,2019-07-16,SAN MIGUEL DE LOS BANCOS,PICHINCHA,2019-09-17,2019,7
6021,MASCULINO,CASADO/A,PEATON,2019-05-18,ATROPELLO,2019-05-18,OTAVALO,IMBABURA,2019-09-17,2019,5
6022,MASCULINO,SOLTERO/A,PEATON,2019-08-21,CHOQUE,2019-08-20,AMBATO,TUNGURAHUA,2019-09-17,2019,8
6023,MASCULINO,DIVORCIADO/A,OCUPANTE,2019-08-24,CHOQUE,2019-08-24,SANTA ELENA,SANTA ELENA,2019-09-17,2019,8
6024,MASCULINO,CASADO/A,OCUPANTE,2019-09-05,CHOQUE,2019-09-05,QUITO,PICHINCHA,2019-09-17,2019,9
6025,MASCULINO,CASADO/A,OCUPANTE,2019-08-21,CHOQUE,2019-08-21,EL TRIUNFO,GUAYAS,2019-09-17,2019,8
6026,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-31,CHOQUE,2019-07-28,MILAGRO,GUAYAS,2019-09-16,2019,7
6028,MASCULINO,CASADO/A,PEATON,2019-09-01,ATROPELLO,2019-09-01,SIGSIG,AZUAY,2019-09-16,2019,9
6029,MASCULINO,CASADO/A,OCUPANTE,2019-07-24,CHOQUE,2019-07-24,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-09-16,2019,7
6030,MASCULINO,CASADO/A,OCUPANTE,2019-07-23,CHOQUE,2019-07-23,CANAR,CANAR,2019-09-16,2019,7
6031,MASCULINO,CASADO/A,OCUPANTE,2019-02-05,CHOQUE,2019-02-04,ATACAMES,ESMERALDAS,2019-09-16,2019,2
6032,MASCULINO,CASADO/A,OCUPANTE,2019-08-25,CHOQUE,2019-08-25,GUARANDA,BOLIVAR,2019-09-16,2019,8
6033,FEMENINO,CASADO/A,PEATON,2019-09-04,ATROPELLO,2019-09-04,CUENCA,AZUAY,2019-09-16,2019,9
6034,MASCULINO,SOLTERO/A,PEATON,2019-08-25,ATROPELLO,2019-08-25,MANTA,MANABI,2019-09-16,2019,8
6035,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-19,CHOQUE,2019-08-19,MACHACHI,PICHINCHA,2019-09-16,2019,8
6036,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-05,VOLCAMIENTO,2019-09-05,CUENCA,AZUAY,2019-09-16,2019,9
6037,MASCULINO,CASADO/A,OCUPANTE,2019-08-24,CHOQUE,2019-08-24,QUITO,PICHINCHA,2019-09-16,2019,8
6038,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-09,CHOQUE,2019-04-09,VALENCIA,LOS RIOS,2019-09-13,2019,4
6039,MASCULINO,SOLTERO/A,PEATON,2019-07-02,ATROPELLO,2019-07-02,ESMERALDAS,ESMERALDAS,2019-09-13,2019,7
6040,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-11,CHOQUE,2019-08-11,MILAGRO,GUAYAS,2019-09-13,2019,8
6041,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-01,CHOQUE,2019-08-01,EL TRIUNFO,GUAYAS,2019-09-13,2019,8
6042,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-10,CAIDA,2019-08-10,GUAYAQUIL,GUAYAS,2019-09-13,2019,8
6043,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-01,VOLCAMIENTO,2019-09-01,VALENCIA,LOS RIOS,2019-09-13,2019,9
6044,FEMENINO,CASADO/A,OCUPANTE,2019-08-21,CHOQUE,2019-08-21,AMBATO,TUNGURAHUA,2019-09-13,2019,8
6045,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-26,CHOQUE,2019-08-27,SALITRE,GUAYAS,2019-09-13,2019,8
6046,MASCULINO,CASADO/A,PEATON,2019-07-18,ATROPELLO,2019-07-18,SALCEDO,COTOPAXI,2019-09-13,2019,7
6047,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-31,CHOQUE,2019-07-31,SHUSHUFINDI,SUCUMBIOS,2019-09-13,2019,7
6048,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-11,CHOQUE,2019-08-11,MILAGRO,GUAYAS,2019-09-13,2019,8
6049,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-27,CHOQUE,2019-08-27,TARAPOA,SUCUMBIOS,2019-09-13,2019,8
6050,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-21,CHOQUE,2019-07-22,LA TRONCAL,CANAR,2019-09-13,2019,7
6051,MASCULINO,SOLTERO/A,PEATON,2019-03-07,ATROPELLO,2019-03-03,GUAYAQUIL,GUAYAS,2019-09-13,2019,3
6052,FEMENINO,SOLTERO/A,OCUPANTE,2019-06-08,CHOQUE,2019-06-08,QUITO,PICHINCHA,2019-09-13,2019,6
6053,MASCULINO,CASADO/A,OCUPANTE,2019-08-29,VOLCAMIENTO,2019-08-28,MACHACHI,PICHINCHA,2019-09-12,2019,8
6054,MASCULINO,CASADO/A,OCUPANTE,2019-07-13,CHOQUE,2019-07-13,EL CARMEN,MANABI,2019-09-12,2019,7
6055,FEMENINO,CASADO/A,OCUPANTE,2019-07-30,VOLCAMIENTO,2019-07-30,CANAR,CANAR,2019-09-12,2019,7
6056,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-06,CHOQUE,2019-06-03,NARANJAL,GUAYAS,2019-09-12,2019,6
6057,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-19,VOLCAMIENTO,2019-08-19,QUITO,PICHINCHA,2019-09-12,2019,8
6058,MASCULINO,CASADO/A,OCUPANTE,2019-09-01,CHOQUE,2019-09-01,QUITO,PICHINCHA,2019-09-12,2019,9
6059,MASCULINO,CASADO/A,OCUPANTE,2019-08-15,CHOQUE,2019-08-04,QUITO,PICHINCHA,2019-09-12,2019,8
6060,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-12,VOLCAMIENTO,2019-04-10,PUERTO QUITO,PICHINCHA,2019-09-12,2019,4
6061,MASCULINO,CASADO/A,BICICLETA,2019-08-23,ATROPELLO,2019-08-23,LATACUNGA,COTOPAXI,2019-09-12,2019,8
6062,FEMENINO,SOLTERO/A,OCUPANTE,2019-04-11,VOLCAMIENTO,2019-04-10,PUERTO QUITO,PICHINCHA,2019-09-12,2019,4
6063,MASCULINO,CASADO/A,OCUPANTE,2019-06-29,CHOQUE,2019-06-29,HUAQUILLAS,EL ORO,2019-09-12,2019,6
6064,FEMENINO,SOLTERO/A,OCUPANTE,2019-08-08,CHOQUE,2019-08-05,EL EMPALME,GUAYAS,2019-09-12,2019,8
6065,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-18,CHOQUE,2019-08-18,QUININDE,ESMERALDAS,2019-09-11,2019,8
6066,MASCULINO,SOLTERO/A,OCUPANTE,2019-03-22,VOLCAMIENTO,2019-03-21,PUYO,PASTAZA,2019-09-11,2019,3
6067,MASCULINO,SOLTERO/A,OCUPANTE,2019-01-15,VOLCAMIENTO,2019-01-15,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-09-11,2019,1
6068,MASCULINO,SOLTERO/A,PEATON,2019-08-03,ATROPELLO,2019-08-03,QUEVEDO,LOS RIOS,2019-09-11,2019,8
6069,MASCULINO,CASADO/A,OCUPANTE,2019-08-14,CHOQUE,2019-08-14,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-09-11,2019,8
6070,MASCULINO,CASADO/A,PEATON,2019-08-31,ATROPELLO,2019-08-31,QUITO,PICHINCHA,2019-09-11,2019,8
6071,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-17,CHOQUE,2019-08-17,MOCACHE,LOS RIOS,2019-09-11,2019,8
6072,MASCULINO,CASADO/A,OCUPANTE,2019-08-31,CHOQUE,2019-08-31,LA LIBERTAD,SANTA ELENA,2019-09-10,2019,8
6073,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-07,VOLCAMIENTO,2019-08-07,CUENCA,AZUAY,2019-09-10,2019,8
6074,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-27,CHOQUE,2019-07-27,NARANJAL,GUAYAS,2019-09-10,2019,7
6075,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-27,CHOQUE,2019-07-13,QUEVEDO,LOS RIOS,2019-09-10,2019,7
6076,FEMENINO,SOLTERO/A,OCUPANTE,2019-07-14,CHOQUE,2019-07-14,MOCACHE,LOS RIOS,2019-09-10,2019,7
6077,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-31,CHOQUE,2019-08-31,PUYO,PASTAZA,2019-09-10,2019,8
6078,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-04,CAIDA,2019-07-30,QUEVEDO,LOS RIOS,2019-09-10,2019,7
6079,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-28,CHOQUE,2019-07-28,GUARANDA,BOLIVAR,2019-09-10,2019,7
6080,MASCULINO,VIUDO/A,OCUPANTE,2019-08-18,VOLCAMIENTO,2019-08-18,PENIPE,CHIMBORAZO,2019-09-10,2019,8
6081,MASCULINO,SOLTERO/A,PEATON,2019-08-04,ATROPELLO,2019-08-04,DAULE,GUAYAS,2019-09-10,2019,8
6082,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-15,VOLCAMIENTO,2019-08-16,NUEVA LOJA,SUCUMBIOS,2019-09-10,2019,8
6083,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-11,VOLCAMIENTO,2019-08-18,PENIPE,CHIMBORAZO,2019-09-10,2019,8
6084,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-22,VOLCAMIENTO,2019-07-20,MONTALVO,LOS RIOS,2019-09-10,2019,7
6085,FEMENINO,CASADO/A,OCUPANTE,2019-08-10,CHOQUE,2019-08-09,PORTOVIEJO,MANABI,2019-09-10,2019,8
6086,MASCULINO,CASADO/A,OCUPANTE,2019-09-05,CHOQUE,2019-09-05,GUAYAQUIL,GUAYAS,2019-09-10,2019,9
6087,FEMENINO,SOLTERO/A,PEATON,2019-06-11,ATROPELLO,2019-06-11,NARANJITO,GUAYAS,2019-09-10,2019,6
6088,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-03,DESCONOCIDO,2019-04-03,CAMILO PONCE ENRIQUEZ,AZUAY,2019-09-10,2019,4
6090,MASCULINO,CASADO/A,OCUPANTE,2019-07-28,CHOQUE,2019-07-28,TENA,NAPO,2019-09-10,2019,7
6091,MASCULINO,CASADO/A,OCUPANTE,2019-08-13,DESCONOCIDO,2019-08-13,BOLIVAR,CARCHI,2019-09-10,2019,8
6092,FEMENINO,SOLTERO/A,OCUPANTE,2019-08-16,VOLCAMIENTO,2019-08-16,MACHALA,EL ORO,2019-09-09,2019,8
6093,MASCULINO,CASADO/A,OCUPANTE,2019-08-18,CHOQUE,2019-08-17,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-09-09,2019,8
6094,MASCULINO,CASADO/A,PEATON,2019-03-25,ATROPELLO,2019-03-25,LA MANA,COTOPAXI,2019-09-09,2019,3
6095,MASCULINO,CASADO/A,PEATON,2019-06-21,ATROPELLO,2019-06-21,CAYAMBE,PICHINCHA,2019-09-09,2019,6
6096,MASCULINO,SOLTERO/A,OCUPANTE,2019-06-24,VOLCAMIENTO,2019-03-15,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-09-09,2019,3
6097,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-24,CHOQUE,2019-08-24,LAS NAVES,BOLIVAR,2019-09-09,2019,8
6098,MASCULINO,CASADO/A,PEATON,2019-08-16,ATROPELLO,2019-08-16,AMBATO,TUNGURAHUA,2019-09-09,2019,8
6099,MASCULINO,SOLTERO/A,PEATON,2019-07-06,ATROPELLO,2019-07-06,SANTA LUCIA,GUAYAS,2019-09-09,2019,7
6100,FEMENINO,SOLTERO/A,OCUPANTE,2019-08-17,CHOQUE,2019-08-17,SALITRE,GUAYAS,2019-09-09,2019,8
6101,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-06,VOLCAMIENTO,2019-08-06,QUITO,PICHINCHA,2019-09-09,2019,8
6102,FEMENINO,CASADO/A,PEATON,2019-08-23,ATROPELLO,2019-08-23,PEDRO VICENTE MALDONADO,PICHINCHA,2019-09-09,2019,8
6104,MASCULINO,CASADO/A,PEATON,2019-06-03,ATROPELLO,2019-06-03,QUITO,PICHINCHA,2019-09-09,2019,6
6105,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-10,CHOQUE,2019-08-10,QUITO,PICHINCHA,2019-09-06,2019,8
6106,MASCULINO,SOLTERO/A,PEATON,2018-09-18,ATROPELLO,2019-09-18,GUAYAQUIL,GUAYAS,2019-09-06,2019,9
6107,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-25,VOLCAMIENTO,2019-08-25,MOCACHE,LOS RIOS,2019-09-06,2019,8
6108,MASCULINO,CASADO/A,PEATON,2019-07-11,ATROPELLO,2019-07-11,PLAYAS,GUAYAS,2019-09-06,2019,7
6109,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-01,VOLCAMIENTO,2019-08-01,SAN MIGUEL,BOLIVAR,2019-09-06,2019,8
6110,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-31,CHOQUE,2019-07-31,PUERTO FRANCISCO DE ORELLANA,ORELLANA,2019-09-06,2019,7
6111,FEMENINO,DIVORCIADO/A,OCUPANTE,2019-03-08,VOLCAMIENTO,2019-03-08,HUAMBOYA,MORONA SANTIAGO,2019-09-06,2019,3
6112,FEMENINO,SOLTERO/A,OCUPANTE,2019-08-21,CHOQUE,2019-08-21,BALSAS,EL ORO,2019-09-06,2019,8
6113,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-23,CHOQUE,2019-08-23,QUINSALOMA,LOS RIOS,2019-09-06,2019,8
6114,MASCULINO,CASADO/A,OCUPANTE,2019-08-04,CHOQUE,2019-08-04,AMBATO,TUNGURAHUA,2019-09-06,2019,8
6115,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-17,CHOQUE,2019-05-17,GUAYAQUIL,GUAYAS,2019-09-05,2019,5
6116,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-04,CHOQUE,2019-08-04,AMBATO,TUNGURAHUA,2019-09-05,2019,8
6117,MASCULINO,SOLTERO/A,PEATON,2019-07-20,ATROPELLO,2019-06-20,GUAYAQUIL,GUAYAS,2019-09-05,2019,6
6118,MASCULINO,SOLTERO/A,PEATON,2019-07-05,ATROPELLO,2019-07-05,DAULE,GUAYAS,2019-09-05,2019,7
6119,FEMENINO,CASADO/A,PEATON,2019-08-10,ATROPELLO,2019-08-10,OTAVALO,IMBABURA,2019-09-05,2019,8
6120,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-22,CHOQUE,2019-08-22,LA MANA,COTOPAXI,2019-09-05,2019,8
6121,MASCULINO,SOLTERO/A,PEATON,2019-07-19,ATROPELLO,2019-07-19,PORTOVIEJO,MANABI,2019-09-05,2019,7
6122,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-02,VOLCAMIENTO,2019-08-02,GUAYAQUIL,GUAYAS,2019-09-05,2019,8
6123,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-14,CHOQUE,2019-07-14,GUAYAQUIL,GUAYAS,2019-09-05,2019,7
6124,MASCULINO,CASADO/A,PEATON,2019-06-16,ATROPELLO,2019-06-16,TULCAN,CARCHI,2019-09-05,2019,6
6126,MASCULINO,DIVORCIADO/A,OCUPANTE,2019-08-01,CHOQUE,2019-08-01,VINCES,LOS RIOS,2019-09-05,2019,8
6127,MASCULINO,CASADO/A,PEATON,2019-05-18,ATROPELLO,2019-06-11,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-09-05,2019,6
6128,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-01,CHOQUE,2019-04-01,PUEBLOVIEJO,LOS RIOS,2019-09-05,2019,4
6129,MASCULINO,CASADO/A,OCUPANTE,2019-08-21,CHOQUE,2019-08-21,LA LIBERTAD,SANTA ELENA,2019-09-05,2019,8
6130,MASCULINO,CASADO/A,OCUPANTE,2019-08-23,CHOQUE,2019-08-23,DURAN,GUAYAS,2019-09-05,2019,8
6131,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-10,CHOQUE,2019-08-10,QUITO,PICHINCHA,2019-09-05,2019,8
6132,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-09,CHOQUE,2019-08-09,TENA,NAPO,2019-09-05,2019,8
6133,MASCULINO,CASADO/A,PEATON,2019-08-07,ATROPELLO,2019-08-07,LORETO,ORELLANA,2019-09-05,2019,8
6134,MASCULINO,DIVORCIADO/A,PEATON,2019-07-11,ATROPELLO,2019-07-10,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-09-05,2019,7
6135,FEMENINO,CASADO/A,PEATON,2019-03-25,ATROPELLO,2019-03-25,VENTANAS,LOS RIOS,2019-09-05,2019,3
6136,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-11,CHOQUE,2019-08-11,QUITO,PICHINCHA,2019-09-05,2019,8
6137,MASCULINO,SOLTERO/A,PEATON,2019-03-27,ATROPELLO,2019-03-27,QUITO,PICHINCHA,2019-09-04,2019,3
6139,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-29,CHOQUE,2019-08-29,NARANJAL,GUAYAS,2019-09-04,2019,8
6140,MASCULINO,SOLTERO/A,OCUPANTE,2019-03-27,CHOQUE,2019-03-27,GUAYAQUIL,GUAYAS,2019-09-04,2019,3
